id,timestamp,level_1,level_2,tds_1,flow_1,pressure_1,level_switch,mode_standby,mode_filtering,mode_backwash,mode_drain,mode_override,emergency_stop,solenoid_1,solenoid_2,solenoid_3,solenoid_4,solenoid_5,solenoid_6,pompa_1,pompa_2,pompa_3,stepper
23,2025-08-21 16:45:57,88.79228496027507,55.33803002543952,88.79228496027507,88.79228496027507,88.79228496027507,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
24,2025-08-21 16:45:58,52.66930125893489,7.695989561162708,52.66930125893489,52.66930125893489,52.66930125893489,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0
25,2025-08-21 16:45:58,81.4399351536877,56.09266827650763,81.4399351536877,81.4399351536877,81.4399351536877,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1
26,2025-08-21 16:45:59,41.326951810236714,77.84182694180333,41.326951810236714,41.326951810236714,41.326951810236714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2025-08-21 16:45:59,33.02878615520668,34.98286787565508,33.02878615520668,33.02878615520668,33.02878615520668,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
28,2025-08-21 16:46:00,95.11240329526888,3.305369650320955,95.11240329526888,95.11240329526888,95.11240329526888,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
29,2025-08-21 16:46:00,1.28970633540757,50.47582164828234,1.28970633540757,1.28970633540757,1.28970633540757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2025-08-21 16:46:01,23.265204558969987,70.68373041730267,23.265204558969987,23.265204558969987,23.265204558969987,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,2025-08-21 16:46:01,76.5466830070471,31.444233682054126,76.5466830070471,76.5466830070471,76.5466830070471,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
32,2025-08-21 16:46:02,81.31123060319638,39.39100252167894,81.31123060319638,81.31123060319638,81.31123060319638,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
33,2025-08-21 16:46:02,86.87452881464807,15.350394031580956,86.87452881464807,86.87452881464807,86.87452881464807,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
34,2025-08-21 16:46:03,71.9070566791691,23.659420644177274,71.9070566791691,71.9070566791691,71.9070566791691,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
35,2025-08-21 16:46:03,98.97010508387126,55.680047605716545,98.97010508387126,98.97010508387126,98.97010508387126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2025-08-21 16:46:04,9.753751371096142,23.839291412811747,9.753751371096142,9.753751371096142,9.753751371096142,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
37,2025-08-21 16:46:04,86.29193215924175,2.087597164344821,86.29193215924175,86.29193215924175,86.29193215924175,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1
38,2025-08-21 16:46:05,70.50801266553782,59.75984995210543,70.50801266553782,70.50801266553782,70.50801266553782,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
39,2025-08-21 16:46:05,49.15261062822155,10.935899598733592,49.15261062822155,49.15261062822155,49.15261062822155,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
40,2025-08-21 16:46:06,52.231782887867425,3.653511541572554,52.231782887867425,52.231782887867425,52.231782887867425,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1
41,2025-08-21 16:46:06,59.10442094664712,43.4825119752651,59.10442094664712,59.10442094664712,59.10442094664712,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
42,2025-08-21 16:46:07,86.81020440697174,5.007187346100794,86.81020440697174,86.81020440697174,86.81020440697174,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
43,2025-08-21 16:46:07,33.3233835321914,72.90269434263531,33.3233835321914,33.3233835321914,33.3233835321914,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1
44,2025-08-21 16:46:08,77.80970779282596,10.86387174141528,77.80970779282596,77.80970779282596,77.80970779282596,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
45,2025-08-21 16:46:08,40.432661571478654,41.259524958902716,40.432661571478654,40.432661571478654,40.432661571478654,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,2025-08-21 16:46:09,27.101794347876197,20.45646676245605,27.101794347876197,27.101794347876197,27.101794347876197,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
47,2025-08-21 16:46:09,4.586992253662359,77.83205994897037,4.586992253662359,4.586992253662359,4.586992253662359,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
48,2025-08-21 16:46:10,50.36574382941941,44.817224324244066,50.36574382941941,50.36574382941941,50.36574382941941,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,2025-08-21 16:46:10,74.62067631269234,11.270898472730204,74.62067631269234,74.62067631269234,74.62067631269234,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
50,2025-08-21 16:46:11,77.71472500764578,8.155883204830223,77.71472500764578,77.71472500764578,77.71472500764578,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
51,2025-08-21 16:46:11,79.09876978322062,56.85924992125517,79.09876978322062,79.09876978322062,79.09876978322062,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1
52,2025-08-21 16:46:12,8.251545772084013,7.495592790861023,8.251545772084013,8.251545772084013,8.251545772084013,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
53,2025-08-21 16:46:12,98.84918099562306,52.934502058490445,98.84918099562306,98.84918099562306,98.84918099562306,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
54,2025-08-21 16:46:13,14.025607169523724,52.33617364012563,14.025607169523724,14.025607169523724,14.025607169523724,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
55,2025-08-21 16:46:13,3.812827638531291,74.2736926925861,3.812827638531291,3.812827638531291,3.812827638531291,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
56,2025-08-21 16:46:14,47.40118750335795,5.286821234625991,47.40118750335795,47.40118750335795,47.40118750335795,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
57,2025-08-21 16:46:14,84.8003803927571,23.349694941808565,84.8003803927571,84.8003803927571,84.8003803927571,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
58,2025-08-21 16:46:15,71.81069075324473,52.74980071202771,71.81069075324473,71.81069075324473,71.81069075324473,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
59,2025-08-21 16:46:16,12.260897341320486,47.305904799165496,12.260897341320486,12.260897341320486,12.260897341320486,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1
60,2025-08-21 16:46:16,91.96024706439817,15.07125383808301,91.96024706439817,91.96024706439817,91.96024706439817,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
61,2025-08-21 16:46:17,36.39431330094642,31.99344998638893,36.39431330094642,36.39431330094642,36.39431330094642,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,2025-08-21 16:46:17,46.514626279153624,67.82412795043265,46.514626279153624,46.514626279153624,46.514626279153624,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0
63,2025-08-21 16:46:18,29.838727709817693,15.608953499143103,29.838727709817693,29.838727709817693,29.838727709817693,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1
64,2025-08-21 16:46:18,86.32872802946481,79.40119154551417,86.32872802946481,86.32872802946481,86.32872802946481,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0
65,2025-08-21 16:46:19,5.464747392490443,11.956927171575673,5.464747392490443,5.464747392490443,5.464747392490443,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
66,2025-08-21 16:46:19,51.29034147229999,12.954109772585678,51.29034147229999,51.29034147229999,51.29034147229999,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1
67,2025-08-21 16:46:20,63.24380850966145,44.52649729608039,63.24380850966145,63.24380850966145,63.24380850966145,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
68,2025-08-21 16:46:20,6.421399376316228,62.19623896197456,6.421399376316228,6.421399376316228,6.421399376316228,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
69,2025-08-21 16:46:21,35.315731184376794,33.67361076774789,35.315731184376794,35.315731184376794,35.315731184376794,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
70,2025-08-21 16:46:21,63.93792378898681,66.68621507601586,63.93792378898681,63.93792378898681,63.93792378898681,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
71,2025-08-21 16:46:22,6.02262726192031,9.269660570255907,6.02262726192031,6.02262726192031,6.02262726192031,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
72,2025-08-21 16:46:22,96.40070346328926,66.63534021957491,96.40070346328926,96.40070346328926,96.40070346328926,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
73,2025-08-21 16:46:23,97.29347499870282,57.576436883839264,97.29347499870282,97.29347499870282,97.29347499870282,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
74,2025-08-21 16:46:23,99.17263570824187,68.96630355550937,99.17263570824187,99.17263570824187,99.17263570824187,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
75,2025-08-21 16:46:24,58.441920604363354,31.215659397602895,58.441920604363354,58.441920604363354,58.441920604363354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2025-08-21 16:46:24,74.72541580998609,59.954975393906906,74.72541580998609,74.72541580998609,74.72541580998609,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
77,2025-08-21 16:46:25,57.57495910022392,70.27222153197799,57.57495910022392,57.57495910022392,57.57495910022392,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
78,2025-08-21 16:46:25,10.178990447449587,31.52759356761713,10.178990447449587,10.178990447449587,10.178990447449587,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
79,2025-08-21 16:46:26,68.78216864754513,33.28808921617474,68.78216864754513,68.78216864754513,68.78216864754513,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
80,2025-08-21 16:46:26,56.97888268892976,29.533054322393497,56.97888268892976,56.97888268892976,56.97888268892976,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
81,2025-08-21 16:46:27,18.322252564385455,52.47721849575909,18.322252564385455,18.322252564385455,18.322252564385455,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
82,2025-08-21 16:46:27,35.35007633573787,13.058743800605424,35.35007633573787,35.35007633573787,35.35007633573787,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
83,2025-08-21 16:46:28,12.494577349904656,36.749352090127786,12.494577349904656,12.494577349904656,12.494577349904656,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1
84,2025-08-21 16:46:28,9.604304628203518,22.044043377427876,9.604304628203518,9.604304628203518,9.604304628203518,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
85,2025-08-21 16:46:29,17.051241274665262,72.77987975833912,17.051241274665262,17.051241274665262,17.051241274665262,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
86,2025-08-21 16:46:29,16.872088927154305,41.01259224106335,16.872088927154305,16.872088927154305,16.872088927154305,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0
87,2025-08-21 16:46:30,44.20972795368273,18.983445767794773,44.20972795368273,44.20972795368273,44.20972795368273,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
88,2025-08-21 16:46:30,42.600880870146774,18.295391988329108,42.600880870146774,42.600880870146774,42.600880870146774,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
89,2025-08-21 16:46:31,93.46811966545177,6.327073287388121,93.46811966545177,93.46811966545177,93.46811966545177,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
90,2025-08-21 16:46:31,86.27377204001945,1.9063839119311687,86.27377204001945,86.27377204001945,86.27377204001945,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
91,2025-08-21 16:46:32,69.65992931913206,16.791713096196005,69.65992931913206,69.65992931913206,69.65992931913206,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1
92,2025-08-21 16:46:32,78.01880317022861,72.2053893217403,78.01880317022861,78.01880317022861,78.01880317022861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2025-08-21 16:46:33,99.33923205245141,55.05153598033303,99.33923205245141,99.33923205245141,99.33923205245141,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0
94,2025-08-21 16:46:33,67.05223729270807,52.004472137197084,67.05223729270807,67.05223729270807,67.05223729270807,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
95,2025-08-21 16:46:34,19.127981481799317,73.9170170778016,19.127981481799317,19.127981481799317,19.127981481799317,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
96,2025-08-21 16:46:34,11.68913075929241,2.5810279911778444,11.68913075929241,11.68913075929241,11.68913075929241,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
97,2025-08-21 16:46:35,90.78385538844964,66.40469355762626,90.78385538844964,90.78385538844964,90.78385538844964,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
98,2025-08-21 16:46:35,62.743188414693165,10.767423278417194,62.743188414693165,62.743188414693165,62.743188414693165,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
99,2025-08-21 16:46:36,33.89046637180212,73.27989150639715,33.89046637180212,33.89046637180212,33.89046637180212,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
100,2025-08-21 16:46:37,4.545702415551722,52.5666664474019,4.545702415551722,4.545702415551722,4.545702415551722,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
101,2025-08-21 16:46:37,54.59736016059512,3.052256107279172,54.59736016059512,54.59736016059512,54.59736016059512,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1
102,2025-08-21 16:46:38,20.40379655514155,21.5653307499975,20.40379655514155,20.40379655514155,20.40379655514155,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
103,2025-08-21 16:46:38,75.63257332696979,51.1552339749496,75.63257332696979,75.63257332696979,75.63257332696979,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
104,2025-08-21 16:46:39,68.50197583572921,19.842355944422145,68.50197583572921,68.50197583572921,68.50197583572921,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1
105,2025-08-21 16:46:39,10.74423344206693,46.367068634158095,10.74423344206693,10.74423344206693,10.74423344206693,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
106,2025-08-21 16:46:40,90.84067810496875,28.609639594383893,90.84067810496875,90.84067810496875,90.84067810496875,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
107,2025-08-21 16:46:40,88.70307809156603,74.1144480731721,88.70307809156603,88.70307809156603,88.70307809156603,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
108,2025-08-21 16:46:41,24.94838857749989,40.7683035471372,24.94838857749989,24.94838857749989,24.94838857749989,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
109,2025-08-21 16:46:41,85.29049041131766,30.73575315100996,85.29049041131766,85.29049041131766,85.29049041131766,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
110,2025-08-21 16:46:42,97.4081113965557,23.84777092636087,97.4081113965557,97.4081113965557,97.4081113965557,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
111,2025-08-21 16:46:42,40.64295848403994,73.40103242735859,40.64295848403994,40.64295848403994,40.64295848403994,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0
112,2025-08-21 16:46:43,42.8112004163431,67.67342302009641,42.8112004163431,42.8112004163431,42.8112004163431,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0
113,2025-08-21 16:46:43,52.541713215712186,3.8602823915409434,52.541713215712186,52.541713215712186,52.541713215712186,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
114,2025-08-21 16:46:44,31.864238376840426,35.84754457784322,31.864238376840426,31.864238376840426,31.864238376840426,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
115,2025-08-21 16:46:44,89.01191742778526,45.291037506253915,89.01191742778526,89.01191742778526,89.01191742778526,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
116,2025-08-21 16:46:45,71.71506477593073,64.34805892660428,71.71506477593073,71.71506477593073,71.71506477593073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,2025-08-21 16:46:45,84.93691061143352,39.92876581715916,84.93691061143352,84.93691061143352,84.93691061143352,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
118,2025-08-21 16:46:46,77.14963371535595,53.20173174814865,77.14963371535595,77.14963371535595,77.14963371535595,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
119,2025-08-21 16:46:46,47.2353152858023,19.19372792518982,47.2353152858023,47.2353152858023,47.2353152858023,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
120,2025-08-21 16:46:47,1.615734054969098,56.026272984647605,1.615734054969098,1.615734054969098,1.615734054969098,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1
121,2025-08-21 16:46:47,64.66135193355022,39.910067322578,64.66135193355022,64.66135193355022,64.66135193355022,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1
122,2025-08-21 16:46:48,91.99995588942436,79.41819980406963,91.99995588942436,91.99995588942436,91.99995588942436,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
123,2025-08-21 16:46:48,18.607253214929898,79.06991116014663,18.607253214929898,18.607253214929898,18.607253214929898,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1
124,2025-08-21 16:46:49,56.88078752596598,14.055418738204422,56.88078752596598,56.88078752596598,56.88078752596598,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
125,2025-08-21 16:46:49,56.419318304281894,20.77369067889603,56.419318304281894,56.419318304281894,56.419318304281894,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
126,2025-08-21 16:46:50,49.1235703564467,71.08881563532591,49.1235703564467,49.1235703564467,49.1235703564467,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
127,2025-08-21 16:46:50,2.394900010168677,27.63510261553587,2.394900010168677,2.394900010168677,2.394900010168677,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1
128,2025-08-21 16:46:51,84.07936348813733,23.48138314407575,84.07936348813733,84.07936348813733,84.07936348813733,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1
129,2025-08-21 16:46:51,53.74018893813924,14.295043964296665,53.74018893813924,53.74018893813924,53.74018893813924,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0
130,2025-08-21 16:46:52,44.28412145809004,78.6516164864131,44.28412145809004,44.28412145809004,44.28412145809004,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1
131,2025-08-21 16:46:52,61.10149098489555,65.23096501352545,61.10149098489555,61.10149098489555,61.10149098489555,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
132,2025-08-21 16:46:53,78.29300281954494,20.35660021636163,78.29300281954494,78.29300281954494,78.29300281954494,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1
133,2025-08-21 16:46:53,23.095460620086918,39.46660988577341,23.095460620086918,23.095460620086918,23.095460620086918,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1
134,2025-08-21 16:46:54,32.8445870611577,47.403848437135906,32.8445870611577,32.8445870611577,32.8445870611577,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
135,2025-08-21 16:46:54,62.31777248023372,3.6635882857757807,62.31777248023372,62.31777248023372,62.31777248023372,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
136,2025-08-21 16:46:55,84.5963930682081,22.0422631748347,84.5963930682081,84.5963930682081,84.5963930682081,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
137,2025-08-21 16:46:55,50.15143230805117,77.43332274520063,50.15143230805117,50.15143230805117,50.15143230805117,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
138,2025-08-21 16:46:56,14.18452842254414,39.82033652534449,14.18452842254414,14.18452842254414,14.18452842254414,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
139,2025-08-21 16:46:56,41.104772507523755,63.15272866998658,41.104772507523755,41.104772507523755,41.104772507523755,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0
140,2025-08-21 16:46:57,4.6411538736198965,33.14536564132976,4.6411538736198965,4.6411538736198965,4.6411538736198965,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0
141,2025-08-21 16:46:57,2.6724220909624563,38.933890084708416,2.6724220909624563,2.6724220909624563,2.6724220909624563,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
142,2025-08-21 16:46:58,7.52630970365753,34.88796249491658,7.52630970365753,7.52630970365753,7.52630970365753,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
143,2025-08-21 16:46:58,58.73321503505514,74.98254221113021,58.73321503505514,58.73321503505514,58.73321503505514,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
144,2025-08-21 16:46:59,20.22865924905115,27.385501769315717,20.22865924905115,20.22865924905115,20.22865924905115,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
145,2025-08-21 16:46:59,64.22828970736639,32.63040614797555,64.22828970736639,64.22828970736639,64.22828970736639,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0
146,2025-08-21 16:47:00,63.73493080247273,29.455001797878015,63.73493080247273,63.73493080247273,63.73493080247273,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
147,2025-08-21 16:47:01,68.55738674746738,48.96346208138111,68.55738674746738,68.55738674746738,68.55738674746738,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
148,2025-08-21 16:47:01,76.77080461271805,62.487654000570316,76.77080461271805,76.77080461271805,76.77080461271805,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
149,2025-08-21 16:47:02,87.60031281556621,44.302473548432964,87.60031281556621,87.60031281556621,87.60031281556621,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
150,2025-08-21 16:47:02,98.43609677583612,52.39037962116938,98.43609677583612,98.43609677583612,98.43609677583612,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
151,2025-08-21 16:47:03,8.553386998777757,49.236272833855,8.553386998777757,8.553386998777757,8.553386998777757,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
152,2025-08-21 16:47:03,33.635322801900756,38.81413734058388,33.635322801900756,33.635322801900756,33.635322801900756,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1
153,2025-08-21 16:47:04,57.67407440962996,66.7673674909652,57.67407440962996,57.67407440962996,57.67407440962996,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
154,2025-08-21 16:47:04,38.931797734985906,74.94873476732208,38.931797734985906,38.931797734985906,38.931797734985906,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
